"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2053","63 years","Male","Method - M2","Number","38028"
"Population Projections based on Census 2022","2053","63 years","Female","Method - M2","Number","42354"
"Population Projections based on Census 2022","2053","64 years","Male","Method - M2","Number","37201"
"Population Projections based on Census 2022","2053","64 years","Female","Method - M2","Number","41981"
"Population Projections based on Census 2022","2053","65 years","Male","Method - M2","Number","37775"
"Population Projections based on Census 2022","2053","65 years","Female","Method - M2","Number","43132"
"Population Projections based on Census 2022","2053","66 years","Male","Method - M2","Number","39012"
"Population Projections based on Census 2022","2053","66 years","Female","Method - M2","Number","44344"
"Population Projections based on Census 2022","2053","67 years","Male","Method - M2","Number","39179"
"Population Projections based on Census 2022","2053","67 years","Female","Method - M2","Number","44468"
"Population Projections based on Census 2022","2053","68 years","Male","Method - M2","Number","39175"
"Population Projections based on Census 2022","2053","68 years","Female","Method - M2","Number","44097"
"Population Projections based on Census 2022","2053","69 years","Male","Method - M2","Number","39632"
"Population Projections based on Census 2022","2053","69 years","Female","Method - M2","Number","44990"
"Population Projections based on Census 2022","2053","70 years","Male","Method - M2","Number","40013"
"Population Projections based on Census 2022","2053","70 years","Female","Method - M2","Number","45824"
"Population Projections based on Census 2022","2053","71 years","Male","Method - M2","Number","41105"
"Population Projections based on Census 2022","2053","71 years","Female","Method - M2","Number","45899"
"Population Projections based on Census 2022","2053","72 years","Male","Method - M2","Number","40835"
"Population Projections based on Census 2022","2053","72 years","Female","Method - M2","Number","45084"
"Population Projections based on Census 2022","2053","73 years","Male","Method - M2","Number","40098"
"Population Projections based on Census 2022","2053","73 years","Female","Method - M2","Number","43811"
"Population Projections based on Census 2022","2053","74 years","Male","Method - M2","Number","36957"
"Population Projections based on Census 2022","2053","74 years","Female","Method - M2","Number","40878"
"Population Projections based on Census 2022","2053","75 years","Male","Method - M2","Number","34540"
"Population Projections based on Census 2022","2053","75 years","Female","Method - M2","Number","37847"
"Population Projections based on Census 2022","2053","76 years","Male","Method - M2","Number","33853"
"Population Projections based on Census 2022","2053","76 years","Female","Method - M2","Number","36704"
"Population Projections based on Census 2022","2053","77 years","Male","Method - M2","Number","32529"
"Population Projections based on Census 2022","2053","77 years","Female","Method - M2","Number","35621"
"Population Projections based on Census 2022","2053","78 years","Male","Method - M2","Number","31445"
"Population Projections based on Census 2022","2053","78 years","Female","Method - M2","Number","34430"
"Population Projections based on Census 2022","2053","79 years","Male","Method - M2","Number","30168"
"Population Projections based on Census 2022","2053","79 years","Female","Method - M2","Number","33469"
"Population Projections based on Census 2022","2053","80 years","Male","Method - M2","Number","29303"
"Population Projections based on Census 2022","2053","80 years","Female","Method - M2","Number","32627"
"Population Projections based on Census 2022","2053","81 years","Male","Method - M2","Number","28092"
"Population Projections based on Census 2022","2053","81 years","Female","Method - M2","Number","31433"
"Population Projections based on Census 2022","2053","82 years","Male","Method - M2","Number","25859"
"Population Projections based on Census 2022","2053","82 years","Female","Method - M2","Number","29286"
"Population Projections based on Census 2022","2053","83 years","Male","Method - M2","Number","24284"
"Population Projections based on Census 2022","2053","83 years","Female","Method - M2","Number","27829"
"Population Projections based on Census 2022","2053","84 years","Male","Method - M2","Number","21957"
"Population Projections based on Census 2022","2053","84 years","Female","Method - M2","Number","25153"
"Population Projections based on Census 2022","2053","85 years","Male","Method - M2","Number","20321"
"Population Projections based on Census 2022","2053","85 years","Female","Method - M2","Number","24022"
"Population Projections based on Census 2022","2053","86 years","Male","Method - M2","Number","18708"
"Population Projections based on Census 2022","2053","86 years","Female","Method - M2","Number","22551"
"Population Projections based on Census 2022","2053","87 years","Male","Method - M2","Number","16857"
"Population Projections based on Census 2022","2053","87 years","Female","Method - M2","Number","20938"
"Population Projections based on Census 2022","2053","88 years","Male","Method - M2","Number","15522"
"Population Projections based on Census 2022","2053","88 years","Female","Method - M2","Number","19944"
"Population Projections based on Census 2022","2053","89 years","Male","Method - M2","Number","13642"
"Population Projections based on Census 2022","2053","89 years","Female","Method - M2","Number","17884"
"Population Projections based on Census 2022","2053","90 years","Male","Method - M2","Number","12016"
"Population Projections based on Census 2022","2053","90 years","Female","Method - M2","Number","16091"
"Population Projections based on Census 2022","2053","91 years","Male","Method - M2","Number","10569"
"Population Projections based on Census 2022","2053","91 years","Female","Method - M2","Number","14421"
"Population Projections based on Census 2022","2053","92 years","Male","Method - M2","Number","8871"
"Population Projections based on Census 2022","2053","92 years","Female","Method - M2","Number","12651"
"Population Projections based on Census 2022","2053","93 years","Male","Method - M2","Number","7392"
"Population Projections based on Census 2022","2053","93 years","Female","Method - M2","Number","10757"
