Statistic Label,Census Year,Sex,Smoking Tobacco Products,Age Group,County,UNIT,VALUE
Population,2022,Female,Smoke occasionally,30-34 years,Clare,Number,244.0
Population,2022,Female,Smoke occasionally,35-39 years,Clare,Number,284.0
Population,2022,Female,Smoke occasionally,40-44 years,Clare,Number,272.0
Population,2022,Female,Smoke occasionally,45-49 years,Clare,Number,224.0
Population,2022,Female,Smoke occasionally,50-54 years,Clare,Number,193.0
Population,2022,Female,Smoke occasionally,55-59 years,Clare,Number,170.0
Population,2022,Female,Smoke occasionally,60-64 years,Clare,Number,155.0
Population,2022,Female,Smoke occasionally,65-69 years,Clare,Number,113.0
Population,2022,Female,Smoke occasionally,70-74 years,Clare,Number,62.0
Population,2022,Female,Smoke occasionally,75-79 years,Clare,Number,49.0
Population,2022,Female,Smoke occasionally,80-84 years,Clare,Number,20.0
Population,2022,Female,Smoke occasionally,85-89 years,Clare,Number,13.0
Population,2022,Female,Smoke occasionally,95 years and over,Clare,Number,0.0
Population,2022,Female,Smoke occasionally,All Ages,Cork City,Number,5443.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Cork City,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Cork City,Number,278.0
Population,2022,Female,Smoke occasionally,20-24 years,Cork City,Number,1051.0
Population,2022,Female,Smoke occasionally,25-29 years,Cork City,Number,882.0
Population,2022,Female,Smoke occasionally,30-34 years,Cork City,Number,674.0
Population,2022,Female,Smoke occasionally,35-39 years,Cork City,Number,603.0
Population,2022,Female,Smoke occasionally,40-44 years,Cork City,Number,466.0
Population,2022,Female,Smoke occasionally,45-49 years,Cork City,Number,349.0
Population,2022,Female,Smoke occasionally,50-54 years,Cork City,Number,292.0
Population,2022,Female,Smoke occasionally,55-59 years,Cork City,Number,255.0
Population,2022,Female,Smoke occasionally,60-64 years,Cork City,Number,220.0
Population,2022,Female,Smoke occasionally,65-69 years,Cork City,Number,151.0
Population,2022,Female,Smoke occasionally,70-74 years,Cork City,Number,97.0
Population,2022,Female,Smoke occasionally,75-79 years,Cork City,Number,58.0
Population,2022,Female,Smoke occasionally,80-84 years,Cork City,Number,34.0
Population,2022,Female,Smoke occasionally,85-89 years,Cork City,Number,23.0
Population,2022,Female,Smoke occasionally,95 years and over,Cork City,Number,
Population,2022,Female,Smoke occasionally,All Ages,Cork County,Number,6104.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Cork County,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Cork County,Number,313.0
Population,2022,Female,Smoke occasionally,20-24 years,Cork County,Number,670.0
Population,2022,Female,Smoke occasionally,25-29 years,Cork County,Number,629.0
Population,2022,Female,Smoke occasionally,30-34 years,Cork County,Number,650.0
Population,2022,Female,Smoke occasionally,35-39 years,Cork County,Number,794.0
Population,2022,Female,Smoke occasionally,40-44 years,Cork County,Number,731.0
Population,2022,Female,Smoke occasionally,45-49 years,Cork County,Number,593.0
Population,2022,Female,Smoke occasionally,50-54 years,Cork County,Number,495.0
Population,2022,Female,Smoke occasionally,55-59 years,Cork County,Number,361.0
Population,2022,Female,Smoke occasionally,60-64 years,Cork County,Number,318.0
Population,2022,Female,Smoke occasionally,65-69 years,Cork County,Number,221.0
Population,2022,Female,Smoke occasionally,70-74 years,Cork County,Number,149.0
Population,2022,Female,Smoke occasionally,75-79 years,Cork County,Number,93.0
Population,2022,Female,Smoke occasionally,80-84 years,Cork County,Number,50.0
Population,2022,Female,Smoke occasionally,85-89 years,Cork County,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Cork County,Number,0.0
Population,2022,Female,Smoke occasionally,All Ages,Kerry,Number,3048.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Kerry,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Kerry,Number,154.0
Population,2022,Female,Smoke occasionally,20-24 years,Kerry,Number,325.0
Population,2022,Female,Smoke occasionally,25-29 years,Kerry,Number,307.0
Population,2022,Female,Smoke occasionally,30-34 years,Kerry,Number,289.0
Population,2022,Female,Smoke occasionally,35-39 years,Kerry,Number,386.0
Population,2022,Female,Smoke occasionally,40-44 years,Kerry,Number,350.0
Population,2022,Female,Smoke occasionally,45-49 years,Kerry,Number,279.0
Population,2022,Female,Smoke occasionally,50-54 years,Kerry,Number,243.0
Population,2022,Female,Smoke occasionally,55-59 years,Kerry,Number,208.0
Population,2022,Female,Smoke occasionally,60-64 years,Kerry,Number,166.0
Population,2022,Female,Smoke occasionally,65-69 years,Kerry,Number,148.0
Population,2022,Female,Smoke occasionally,70-74 years,Kerry,Number,96.0
Population,2022,Female,Smoke occasionally,75-79 years,Kerry,Number,62.0
Population,2022,Female,Smoke occasionally,80-84 years,Kerry,Number,20.0
Population,2022,Female,Smoke occasionally,85-89 years,Kerry,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Kerry,Number,0.0
Population,2022,Female,Smoke occasionally,All Ages,Limerick City and County,Number,4254.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Limerick City and County,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Limerick City and County,Number,219.0
Population,2022,Female,Smoke occasionally,20-24 years,Limerick City and County,Number,639.0
Population,2022,Female,Smoke occasionally,25-29 years,Limerick City and County,Number,533.0
Population,2022,Female,Smoke occasionally,30-34 years,Limerick City and County,Number,471.0
Population,2022,Female,Smoke occasionally,35-39 years,Limerick City and County,Number,471.0
Population,2022,Female,Smoke occasionally,40-44 years,Limerick City and County,Number,419.0
Population,2022,Female,Smoke occasionally,45-49 years,Limerick City and County,Number,319.0
Population,2022,Female,Smoke occasionally,50-54 years,Limerick City and County,Number,274.0
Population,2022,Female,Smoke occasionally,55-59 years,Limerick City and County,Number,271.0
Population,2022,Female,Smoke occasionally,60-64 years,Limerick City and County,Number,216.0
Population,2022,Female,Smoke occasionally,65-69 years,Limerick City and County,Number,142.0
Population,2022,Female,Smoke occasionally,70-74 years,Limerick City and County,Number,146.0
Population,2022,Female,Smoke occasionally,75-79 years,Limerick City and County,Number,74.0
Population,2022,Female,Smoke occasionally,80-84 years,Limerick City and County,Number,40.0
Population,2022,Female,Smoke occasionally,85-89 years,Limerick City and County,Number,15.0
Population,2022,Female,Smoke occasionally,95 years and over,Limerick City and County,Number,
Population,2022,Female,Smoke occasionally,All Ages,Tipperary,Number,3202.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Tipperary,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Tipperary,Number,150.0
Population,2022,Female,Smoke occasionally,20-24 years,Tipperary,Number,309.0
Population,2022,Female,Smoke occasionally,25-29 years,Tipperary,Number,354.0
Population,2022,Female,Smoke occasionally,30-34 years,Tipperary,Number,315.0
Population,2022,Female,Smoke occasionally,35-39 years,Tipperary,Number,408.0
Population,2022,Female,Smoke occasionally,40-44 years,Tipperary,Number,369.0
Population,2022,Female,Smoke occasionally,45-49 years,Tipperary,Number,284.0
Population,2022,Female,Smoke occasionally,50-54 years,Tipperary,Number,242.0
Population,2022,Female,Smoke occasionally,55-59 years,Tipperary,Number,215.0
Population,2022,Female,Smoke occasionally,60-64 years,Tipperary,Number,205.0
Population,2022,Female,Smoke occasionally,65-69 years,Tipperary,Number,151.0
Population,2022,Female,Smoke occasionally,70-74 years,Tipperary,Number,88.0
Population,2022,Female,Smoke occasionally,75-79 years,Tipperary,Number,57.0
Population,2022,Female,Smoke occasionally,80-84 years,Tipperary,Number,33.0
Population,2022,Female,Smoke occasionally,85-89 years,Tipperary,Number,16.0
Population,2022,Female,Smoke occasionally,95 years and over,Tipperary,Number,
Population,2022,Female,Smoke occasionally,All Ages,Waterford City and County,Number,2496.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Waterford City and County,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Waterford City and County,Number,129.0
Population,2022,Female,Smoke occasionally,20-24 years,Waterford City and County,Number,327.0
Population,2022,Female,Smoke occasionally,25-29 years,Waterford City and County,Number,253.0
Population,2022,Female,Smoke occasionally,30-34 years,Waterford City and County,Number,275.0
Population,2022,Female,Smoke occasionally,35-39 years,Waterford City and County,Number,275.0
Population,2022,Female,Smoke occasionally,40-44 years,Waterford City and County,Number,295.0
Population,2022,Female,Smoke occasionally,45-49 years,Waterford City and County,Number,220.0
Population,2022,Female,Smoke occasionally,50-54 years,Waterford City and County,Number,200.0
Population,2022,Female,Smoke occasionally,55-59 years,Waterford City and County,Number,166.0
Population,2022,Female,Smoke occasionally,60-64 years,Waterford City and County,Number,127.0
Population,2022,Female,Smoke occasionally,65-69 years,Waterford City and County,Number,88.0
Population,2022,Female,Smoke occasionally,70-74 years,Waterford City and County,Number,77.0
Population,2022,Female,Smoke occasionally,75-79 years,Waterford City and County,Number,34.0
Population,2022,Female,Smoke occasionally,80-84 years,Waterford City and County,Number,
Population,2022,Female,Smoke occasionally,85-89 years,Waterford City and County,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Waterford City and County,Number,0.0
Population,2022,Female,Smoke occasionally,All Ages,Galway City,Number,2665.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Galway City,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Galway City,Number,226.0
Population,2022,Female,Smoke occasionally,20-24 years,Galway City,Number,789.0
Population,2022,Female,Smoke occasionally,25-29 years,Galway City,Number,432.0
Population,2022,Female,Smoke occasionally,30-34 years,Galway City,Number,284.0
Population,2022,Female,Smoke occasionally,35-39 years,Galway City,Number,237.0
Population,2022,Female,Smoke occasionally,40-44 years,Galway City,Number,180.0
Population,2022,Female,Smoke occasionally,45-49 years,Galway City,Number,148.0
Population,2022,Female,Smoke occasionally,50-54 years,Galway City,Number,91.0
Population,2022,Female,Smoke occasionally,55-59 years,Galway City,Number,74.0
Population,2022,Female,Smoke occasionally,60-64 years,Galway City,Number,76.0
Population,2022,Female,Smoke occasionally,65-69 years,Galway City,Number,52.0
Population,2022,Female,Smoke occasionally,70-74 years,Galway City,Number,34.0
Population,2022,Female,Smoke occasionally,75-79 years,Galway City,Number,23.0
Population,2022,Female,Smoke occasionally,80-84 years,Galway City,Number,
Population,2022,Female,Smoke occasionally,85-89 years,Galway City,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Galway City,Number,
Population,2022,Female,Smoke occasionally,All Ages,Galway County,Number,3313.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Galway County,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Galway County,Number,176.0
Population,2022,Female,Smoke occasionally,20-24 years,Galway County,Number,294.0
Population,2022,Female,Smoke occasionally,25-29 years,Galway County,Number,310.0
Population,2022,Female,Smoke occasionally,30-34 years,Galway County,Number,367.0
Population,2022,Female,Smoke occasionally,35-39 years,Galway County,Number,414.0
Population,2022,Female,Smoke occasionally,40-44 years,Galway County,Number,420.0
Population,2022,Female,Smoke occasionally,45-49 years,Galway County,Number,292.0
Population,2022,Female,Smoke occasionally,50-54 years,Galway County,Number,274.0
Population,2022,Female,Smoke occasionally,55-59 years,Galway County,Number,192.0
Population,2022,Female,Smoke occasionally,60-64 years,Galway County,Number,237.0
Population,2022,Female,Smoke occasionally,65-69 years,Galway County,Number,126.0
Population,2022,Female,Smoke occasionally,70-74 years,Galway County,Number,106.0
Population,2022,Female,Smoke occasionally,75-79 years,Galway County,Number,50.0
Population,2022,Female,Smoke occasionally,80-84 years,Galway County,Number,25.0
Population,2022,Female,Smoke occasionally,85-89 years,Galway County,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Galway County,Number,
Population,2022,Female,Smoke occasionally,All Ages,Leitrim,Number,656.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Leitrim,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Leitrim,Number,26.0
Population,2022,Female,Smoke occasionally,20-24 years,Leitrim,Number,54.0
Population,2022,Female,Smoke occasionally,25-29 years,Leitrim,Number,58.0
Population,2022,Female,Smoke occasionally,30-34 years,Leitrim,Number,61.0
Population,2022,Female,Smoke occasionally,35-39 years,Leitrim,Number,81.0
Population,2022,Female,Smoke occasionally,40-44 years,Leitrim,Number,78.0
Population,2022,Female,Smoke occasionally,45-49 years,Leitrim,Number,57.0
Population,2022,Female,Smoke occasionally,50-54 years,Leitrim,Number,71.0
Population,2022,Female,Smoke occasionally,55-59 years,Leitrim,Number,42.0
Population,2022,Female,Smoke occasionally,60-64 years,Leitrim,Number,43.0
Population,2022,Female,Smoke occasionally,65-69 years,Leitrim,Number,29.0
Population,2022,Female,Smoke occasionally,70-74 years,Leitrim,Number,31.0
Population,2022,Female,Smoke occasionally,75-79 years,Leitrim,Number,14.0
Population,2022,Female,Smoke occasionally,80-84 years,Leitrim,Number,
Population,2022,Female,Smoke occasionally,85-89 years,Leitrim,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Leitrim,Number,0.0
Population,2022,Female,Smoke occasionally,All Ages,Mayo,Number,2624.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Mayo,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Mayo,Number,110.0
Population,2022,Female,Smoke occasionally,20-24 years,Mayo,Number,243.0
Population,2022,Female,Smoke occasionally,25-29 years,Mayo,Number,264.0
Population,2022,Female,Smoke occasionally,30-34 years,Mayo,Number,297.0
Population,2022,Female,Smoke occasionally,35-39 years,Mayo,Number,317.0
Population,2022,Female,Smoke occasionally,40-44 years,Mayo,Number,307.0
Population,2022,Female,Smoke occasionally,45-49 years,Mayo,Number,234.0
Population,2022,Female,Smoke occasionally,50-54 years,Mayo,Number,188.0
Population,2022,Female,Smoke occasionally,55-59 years,Mayo,Number,179.0
Population,2022,Female,Smoke occasionally,60-64 years,Mayo,Number,158.0
Population,2022,Female,Smoke occasionally,65-69 years,Mayo,Number,123.0
Population,2022,Female,Smoke occasionally,70-74 years,Mayo,Number,103.0
Population,2022,Female,Smoke occasionally,75-79 years,Mayo,Number,55.0
Population,2022,Female,Smoke occasionally,80-84 years,Mayo,Number,22.0
Population,2022,Female,Smoke occasionally,85-89 years,Mayo,Number,15.0
Population,2022,Female,Smoke occasionally,95 years and over,Mayo,Number,
Population,2022,Female,Smoke occasionally,All Ages,Roscommon,Number,1245.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Roscommon,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Roscommon,Number,43.0
Population,2022,Female,Smoke occasionally,20-24 years,Roscommon,Number,115.0
Population,2022,Female,Smoke occasionally,25-29 years,Roscommon,Number,98.0
Population,2022,Female,Smoke occasionally,30-34 years,Roscommon,Number,146.0
Population,2022,Female,Smoke occasionally,35-39 years,Roscommon,Number,155.0
Population,2022,Female,Smoke occasionally,40-44 years,Roscommon,Number,131.0
Population,2022,Female,Smoke occasionally,45-49 years,Roscommon,Number,116.0
Population,2022,Female,Smoke occasionally,50-54 years,Roscommon,Number,95.0
Population,2022,Female,Smoke occasionally,55-59 years,Roscommon,Number,86.0
Population,2022,Female,Smoke occasionally,60-64 years,Roscommon,Number,95.0
Population,2022,Female,Smoke occasionally,65-69 years,Roscommon,Number,63.0
Population,2022,Female,Smoke occasionally,70-74 years,Roscommon,Number,50.0
Population,2022,Female,Smoke occasionally,75-79 years,Roscommon,Number,28.0
Population,2022,Female,Smoke occasionally,80-84 years,Roscommon,Number,14.0
Population,2022,Female,Smoke occasionally,85-89 years,Roscommon,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Roscommon,Number,
Population,2022,Female,Smoke occasionally,All Ages,Sligo,Number,1307.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Sligo,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Sligo,Number,87.0
Population,2022,Female,Smoke occasionally,20-24 years,Sligo,Number,212.0
Population,2022,Female,Smoke occasionally,25-29 years,Sligo,Number,132.0
Population,2022,Female,Smoke occasionally,30-34 years,Sligo,Number,126.0
Population,2022,Female,Smoke occasionally,35-39 years,Sligo,Number,142.0
Population,2022,Female,Smoke occasionally,40-44 years,Sligo,Number,115.0
Population,2022,Female,Smoke occasionally,45-49 years,Sligo,Number,104.0
Population,2022,Female,Smoke occasionally,50-54 years,Sligo,Number,98.0
Population,2022,Female,Smoke occasionally,55-59 years,Sligo,Number,97.0
Population,2022,Female,Smoke occasionally,60-64 years,Sligo,Number,61.0
Population,2022,Female,Smoke occasionally,65-69 years,Sligo,Number,58.0
Population,2022,Female,Smoke occasionally,70-74 years,Sligo,Number,20.0
Population,2022,Female,Smoke occasionally,75-79 years,Sligo,Number,29.0
Population,2022,Female,Smoke occasionally,80-84 years,Sligo,Number,13.0
Population,2022,Female,Smoke occasionally,85-89 years,Sligo,Number,7.0
Population,2022,Female,Smoke occasionally,95 years and over,Sligo,Number,
Population,2022,Female,Smoke occasionally,All Ages,Cavan,Number,1445.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Cavan,Number,0.0
Population,2022,Female,Smoke occasionally,15-19 years,Cavan,Number,65.0
Population,2022,Female,Smoke occasionally,20-24 years,Cavan,Number,158.0
Population,2022,Female,Smoke occasionally,25-29 years,Cavan,Number,140.0
Population,2022,Female,Smoke occasionally,30-34 years,Cavan,Number,154.0
Population,2022,Female,Smoke occasionally,35-39 years,Cavan,Number,153.0
Population,2022,Female,Smoke occasionally,40-44 years,Cavan,Number,189.0
Population,2022,Female,Smoke occasionally,45-49 years,Cavan,Number,140.0
Population,2022,Female,Smoke occasionally,50-54 years,Cavan,Number,138.0
Population,2022,Female,Smoke occasionally,55-59 years,Cavan,Number,87.0
Population,2022,Female,Smoke occasionally,60-64 years,Cavan,Number,78.0
Population,2022,Female,Smoke occasionally,65-69 years,Cavan,Number,58.0
Population,2022,Female,Smoke occasionally,70-74 years,Cavan,Number,41.0
Population,2022,Female,Smoke occasionally,75-79 years,Cavan,Number,22.0
Population,2022,Female,Smoke occasionally,80-84 years,Cavan,Number,16.0
Population,2022,Female,Smoke occasionally,85-89 years,Cavan,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Cavan,Number,
Population,2022,Female,Smoke occasionally,All Ages,Donegal,Number,2839.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Donegal,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Donegal,Number,124.0
Population,2022,Female,Smoke occasionally,20-24 years,Donegal,Number,297.0
Population,2022,Female,Smoke occasionally,25-29 years,Donegal,Number,314.0
Population,2022,Female,Smoke occasionally,30-34 years,Donegal,Number,293.0
Population,2022,Female,Smoke occasionally,35-39 years,Donegal,Number,304.0
Population,2022,Female,Smoke occasionally,40-44 years,Donegal,Number,327.0
Population,2022,Female,Smoke occasionally,45-49 years,Donegal,Number,267.0
Population,2022,Female,Smoke occasionally,50-54 years,Donegal,Number,238.0
Population,2022,Female,Smoke occasionally,55-59 years,Donegal,Number,186.0
Population,2022,Female,Smoke occasionally,60-64 years,Donegal,Number,154.0
Population,2022,Female,Smoke occasionally,65-69 years,Donegal,Number,133.0
Population,2022,Female,Smoke occasionally,70-74 years,Donegal,Number,100.0
Population,2022,Female,Smoke occasionally,75-79 years,Donegal,Number,58.0
Population,2022,Female,Smoke occasionally,80-84 years,Donegal,Number,25.0
Population,2022,Female,Smoke occasionally,85-89 years,Donegal,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Donegal,Number,
Population,2022,Female,Smoke occasionally,All Ages,Monaghan,Number,1122.0
Population,2022,Female,Smoke occasionally,0 - 14 years,Monaghan,Number,
Population,2022,Female,Smoke occasionally,15-19 years,Monaghan,Number,52.0
Population,2022,Female,Smoke occasionally,20-24 years,Monaghan,Number,113.0
Population,2022,Female,Smoke occasionally,25-29 years,Monaghan,Number,100.0
Population,2022,Female,Smoke occasionally,30-34 years,Monaghan,Number,140.0
Population,2022,Female,Smoke occasionally,35-39 years,Monaghan,Number,138.0
Population,2022,Female,Smoke occasionally,40-44 years,Monaghan,Number,131.0
Population,2022,Female,Smoke occasionally,45-49 years,Monaghan,Number,94.0
Population,2022,Female,Smoke occasionally,50-54 years,Monaghan,Number,83.0
Population,2022,Female,Smoke occasionally,55-59 years,Monaghan,Number,72.0
Population,2022,Female,Smoke occasionally,60-64 years,Monaghan,Number,74.0
Population,2022,Female,Smoke occasionally,65-69 years,Monaghan,Number,47.0
Population,2022,Female,Smoke occasionally,70-74 years,Monaghan,Number,32.0
Population,2022,Female,Smoke occasionally,75-79 years,Monaghan,Number,25.0
Population,2022,Female,Smoke occasionally,80-84 years,Monaghan,Number,12.0
Population,2022,Female,Smoke occasionally,85-89 years,Monaghan,Number,
Population,2022,Female,Smoke occasionally,95 years and over,Monaghan,Number,0.0
Population,2022,Female,Dont smoke - gave up,All Ages,State,Number,464911.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,State,Number,3337.0
Population,2022,Female,Dont smoke - gave up,15-19 years,State,Number,4137.0
Population,2022,Female,Dont smoke - gave up,20-24 years,State,Number,9631.0
Population,2022,Female,Dont smoke - gave up,25-29 years,State,Number,17021.0
Population,2022,Female,Dont smoke - gave up,30-34 years,State,Number,29078.0
Population,2022,Female,Dont smoke - gave up,35-39 years,State,Number,44707.0
Population,2022,Female,Dont smoke - gave up,40-44 years,State,Number,53684.0
Population,2022,Female,Dont smoke - gave up,45-49 years,State,Number,49900.0
Population,2022,Female,Dont smoke - gave up,50-54 years,State,Number,46992.0
Population,2022,Female,Dont smoke - gave up,55-59 years,State,Number,43167.0
Population,2022,Female,Dont smoke - gave up,60-64 years,State,Number,42065.0
Population,2022,Female,Dont smoke - gave up,65-69 years,State,Number,38771.0
Population,2022,Female,Dont smoke - gave up,70-74 years,State,Number,32024.0
Population,2022,Female,Dont smoke - gave up,75-79 years,State,Number,24520.0
Population,2022,Female,Dont smoke - gave up,80-84 years,State,Number,14188.0
Population,2022,Female,Dont smoke - gave up,85-89 years,State,Number,10922.0
Population,2022,Female,Dont smoke - gave up,95 years and over,State,Number,767.0
Population,2022,Female,Dont smoke - gave up,All Ages,Carlow,Number,5655.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Carlow,Number,31.0
Population,2022,Female,Dont smoke - gave up,15-19 years,Carlow,Number,68.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Carlow,Number,131.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Carlow,Number,233.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Carlow,Number,379.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Carlow,Number,554.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Carlow,Number,606.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Carlow,Number,640.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Carlow,Number,587.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Carlow,Number,516.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Carlow,Number,516.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Carlow,Number,445.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Carlow,Number,351.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Carlow,Number,276.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Carlow,Number,179.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Carlow,Number,129.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Carlow,Number,14.0
Population,2022,Female,Dont smoke - gave up,All Ages,Dublin City,Number,48612.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Dublin City,Number,308.0
Population,2022,Female,Dont smoke - gave up,15-19 years,Dublin City,Number,342.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Dublin City,Number,1331.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Dublin City,Number,2782.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Dublin City,Number,4090.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Dublin City,Number,4650.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Dublin City,Number,4812.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Dublin City,Number,4370.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Dublin City,Number,4494.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Dublin City,Number,4269.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Dublin City,Number,4231.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Dublin City,Number,3782.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Dublin City,Number,3245.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Dublin City,Number,2596.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Dublin City,Number,1725.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Dublin City,Number,1478.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Dublin City,Number,107.0
Population,2022,Female,Dont smoke - gave up,All Ages,Dun Laoghaire-Rathdown,Number,22064.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Dun Laoghaire-Rathdown,Number,123.0
Population,2022,Female,Dont smoke - gave up,15-19 years,Dun Laoghaire-Rathdown,Number,133.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Dun Laoghaire-Rathdown,Number,430.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Dun Laoghaire-Rathdown,Number,703.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Dun Laoghaire-Rathdown,Number,1135.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Dun Laoghaire-Rathdown,Number,1790.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Dun Laoghaire-Rathdown,Number,2271.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Dun Laoghaire-Rathdown,Number,2157.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Dun Laoghaire-Rathdown,Number,2179.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Dun Laoghaire-Rathdown,Number,2289.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Dun Laoghaire-Rathdown,Number,2024.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Dun Laoghaire-Rathdown,Number,1886.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Dun Laoghaire-Rathdown,Number,1626.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Dun Laoghaire-Rathdown,Number,1461.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Dun Laoghaire-Rathdown,Number,1001.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Dun Laoghaire-Rathdown,Number,799.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Dun Laoghaire-Rathdown,Number,57.0
Population,2022,Female,Dont smoke - gave up,All Ages,Fingal,Number,26836.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Fingal,Number,
Population,2022,Female,Dont smoke - gave up,15-19 years,Fingal,Number,220.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Fingal,Number,544.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Fingal,Number,981.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Fingal,Number,1814.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Fingal,Number,3029.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Fingal,Number,3680.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Fingal,Number,3386.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Fingal,Number,2721.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Fingal,Number,2267.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Fingal,Number,2157.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Fingal,Number,2009.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Fingal,Number,1603.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Fingal,Number,1239.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Fingal,Number,606.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Fingal,Number,370.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Fingal,Number,
Population,2022,Female,Dont smoke - gave up,All Ages,South Dublin,Number,25476.0
