Statistic Label,Census Year,Sex,Smoking Tobacco Products,Age Group,County,UNIT,VALUE
Population,2022,Male,Smoke occasionally,80-84 years,Waterford City and County,Number,21.0
Population,2022,Male,Smoke occasionally,85-89 years,Waterford City and County,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Waterford City and County,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Galway City,Number,2913.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Galway City,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Galway City,Number,158.0
Population,2022,Male,Smoke occasionally,20-24 years,Galway City,Number,771.0
Population,2022,Male,Smoke occasionally,25-29 years,Galway City,Number,585.0
Population,2022,Male,Smoke occasionally,30-34 years,Galway City,Number,348.0
Population,2022,Male,Smoke occasionally,35-39 years,Galway City,Number,291.0
Population,2022,Male,Smoke occasionally,40-44 years,Galway City,Number,223.0
Population,2022,Male,Smoke occasionally,45-49 years,Galway City,Number,182.0
Population,2022,Male,Smoke occasionally,50-54 years,Galway City,Number,124.0
Population,2022,Male,Smoke occasionally,55-59 years,Galway City,Number,74.0
Population,2022,Male,Smoke occasionally,60-64 years,Galway City,Number,56.0
Population,2022,Male,Smoke occasionally,65-69 years,Galway City,Number,51.0
Population,2022,Male,Smoke occasionally,70-74 years,Galway City,Number,27.0
Population,2022,Male,Smoke occasionally,75-79 years,Galway City,Number,11.0
Population,2022,Male,Smoke occasionally,80-84 years,Galway City,Number,
Population,2022,Male,Smoke occasionally,85-89 years,Galway City,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Galway City,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Galway County,Number,4200.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Galway County,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Galway County,Number,278.0
Population,2022,Male,Smoke occasionally,20-24 years,Galway County,Number,579.0
Population,2022,Male,Smoke occasionally,25-29 years,Galway County,Number,508.0
Population,2022,Male,Smoke occasionally,30-34 years,Galway County,Number,477.0
Population,2022,Male,Smoke occasionally,35-39 years,Galway County,Number,455.0
Population,2022,Male,Smoke occasionally,40-44 years,Galway County,Number,464.0
Population,2022,Male,Smoke occasionally,45-49 years,Galway County,Number,391.0
Population,2022,Male,Smoke occasionally,50-54 years,Galway County,Number,306.0
Population,2022,Male,Smoke occasionally,55-59 years,Galway County,Number,234.0
Population,2022,Male,Smoke occasionally,60-64 years,Galway County,Number,181.0
Population,2022,Male,Smoke occasionally,65-69 years,Galway County,Number,127.0
Population,2022,Male,Smoke occasionally,70-74 years,Galway County,Number,99.0
Population,2022,Male,Smoke occasionally,75-79 years,Galway County,Number,54.0
Population,2022,Male,Smoke occasionally,80-84 years,Galway County,Number,32.0
Population,2022,Male,Smoke occasionally,85-89 years,Galway County,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Galway County,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Leitrim,Number,832.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Leitrim,Number,0.0
Population,2022,Male,Smoke occasionally,15-19 years,Leitrim,Number,45.0
Population,2022,Male,Smoke occasionally,20-24 years,Leitrim,Number,105.0
Population,2022,Male,Smoke occasionally,25-29 years,Leitrim,Number,84.0
Population,2022,Male,Smoke occasionally,30-34 years,Leitrim,Number,94.0
Population,2022,Male,Smoke occasionally,35-39 years,Leitrim,Number,109.0
Population,2022,Male,Smoke occasionally,40-44 years,Leitrim,Number,78.0
Population,2022,Male,Smoke occasionally,45-49 years,Leitrim,Number,65.0
Population,2022,Male,Smoke occasionally,50-54 years,Leitrim,Number,67.0
Population,2022,Male,Smoke occasionally,55-59 years,Leitrim,Number,55.0
Population,2022,Male,Smoke occasionally,60-64 years,Leitrim,Number,45.0
Population,2022,Male,Smoke occasionally,65-69 years,Leitrim,Number,39.0
Population,2022,Male,Smoke occasionally,70-74 years,Leitrim,Number,20.0
Population,2022,Male,Smoke occasionally,75-79 years,Leitrim,Number,12.0
Population,2022,Male,Smoke occasionally,80-84 years,Leitrim,Number,
Population,2022,Male,Smoke occasionally,85-89 years,Leitrim,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Leitrim,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Mayo,Number,3125.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Mayo,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Mayo,Number,184.0
Population,2022,Male,Smoke occasionally,20-24 years,Mayo,Number,375.0
Population,2022,Male,Smoke occasionally,25-29 years,Mayo,Number,353.0
Population,2022,Male,Smoke occasionally,30-34 years,Mayo,Number,391.0
Population,2022,Male,Smoke occasionally,35-39 years,Mayo,Number,347.0
Population,2022,Male,Smoke occasionally,40-44 years,Mayo,Number,314.0
Population,2022,Male,Smoke occasionally,45-49 years,Mayo,Number,285.0
Population,2022,Male,Smoke occasionally,50-54 years,Mayo,Number,228.0
Population,2022,Male,Smoke occasionally,55-59 years,Mayo,Number,197.0
Population,2022,Male,Smoke occasionally,60-64 years,Mayo,Number,166.0
Population,2022,Male,Smoke occasionally,65-69 years,Mayo,Number,120.0
Population,2022,Male,Smoke occasionally,70-74 years,Mayo,Number,78.0
Population,2022,Male,Smoke occasionally,75-79 years,Mayo,Number,50.0
Population,2022,Male,Smoke occasionally,80-84 years,Mayo,Number,25.0
Population,2022,Male,Smoke occasionally,85-89 years,Mayo,Number,8.0
Population,2022,Male,Smoke occasionally,95 years and over,Mayo,Number,
Population,2022,Male,Smoke occasionally,All Ages,Roscommon,Number,1578.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Roscommon,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Roscommon,Number,89.0
Population,2022,Male,Smoke occasionally,20-24 years,Roscommon,Number,198.0
Population,2022,Male,Smoke occasionally,25-29 years,Roscommon,Number,175.0
Population,2022,Male,Smoke occasionally,30-34 years,Roscommon,Number,190.0
Population,2022,Male,Smoke occasionally,35-39 years,Roscommon,Number,171.0
Population,2022,Male,Smoke occasionally,40-44 years,Roscommon,Number,152.0
Population,2022,Male,Smoke occasionally,45-49 years,Roscommon,Number,138.0
Population,2022,Male,Smoke occasionally,50-54 years,Roscommon,Number,132.0
Population,2022,Male,Smoke occasionally,55-59 years,Roscommon,Number,98.0
Population,2022,Male,Smoke occasionally,60-64 years,Roscommon,Number,94.0
Population,2022,Male,Smoke occasionally,65-69 years,Roscommon,Number,56.0
Population,2022,Male,Smoke occasionally,70-74 years,Roscommon,Number,43.0
Population,2022,Male,Smoke occasionally,75-79 years,Roscommon,Number,23.0
Population,2022,Male,Smoke occasionally,80-84 years,Roscommon,Number,11.0
Population,2022,Male,Smoke occasionally,85-89 years,Roscommon,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Roscommon,Number,
Population,2022,Male,Smoke occasionally,All Ages,Sligo,Number,1700.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Sligo,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Sligo,Number,124.0
Population,2022,Male,Smoke occasionally,20-24 years,Sligo,Number,260.0
Population,2022,Male,Smoke occasionally,25-29 years,Sligo,Number,239.0
Population,2022,Male,Smoke occasionally,30-34 years,Sligo,Number,185.0
Population,2022,Male,Smoke occasionally,35-39 years,Sligo,Number,186.0
Population,2022,Male,Smoke occasionally,40-44 years,Sligo,Number,155.0
Population,2022,Male,Smoke occasionally,45-49 years,Sligo,Number,126.0
Population,2022,Male,Smoke occasionally,50-54 years,Sligo,Number,93.0
Population,2022,Male,Smoke occasionally,55-59 years,Sligo,Number,88.0
Population,2022,Male,Smoke occasionally,60-64 years,Sligo,Number,76.0
Population,2022,Male,Smoke occasionally,65-69 years,Sligo,Number,58.0
Population,2022,Male,Smoke occasionally,70-74 years,Sligo,Number,50.0
Population,2022,Male,Smoke occasionally,75-79 years,Sligo,Number,32.0
Population,2022,Male,Smoke occasionally,80-84 years,Sligo,Number,18.0
Population,2022,Male,Smoke occasionally,85-89 years,Sligo,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Sligo,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Cavan,Number,1862.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Cavan,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Cavan,Number,125.0
Population,2022,Male,Smoke occasionally,20-24 years,Cavan,Number,269.0
Population,2022,Male,Smoke occasionally,25-29 years,Cavan,Number,255.0
Population,2022,Male,Smoke occasionally,30-34 years,Cavan,Number,216.0
Population,2022,Male,Smoke occasionally,35-39 years,Cavan,Number,208.0
Population,2022,Male,Smoke occasionally,40-44 years,Cavan,Number,216.0
Population,2022,Male,Smoke occasionally,45-49 years,Cavan,Number,154.0
Population,2022,Male,Smoke occasionally,50-54 years,Cavan,Number,110.0
Population,2022,Male,Smoke occasionally,55-59 years,Cavan,Number,98.0
Population,2022,Male,Smoke occasionally,60-64 years,Cavan,Number,76.0
Population,2022,Male,Smoke occasionally,65-69 years,Cavan,Number,53.0
Population,2022,Male,Smoke occasionally,70-74 years,Cavan,Number,39.0
Population,2022,Male,Smoke occasionally,75-79 years,Cavan,Number,27.0
Population,2022,Male,Smoke occasionally,80-84 years,Cavan,Number,7.0
Population,2022,Male,Smoke occasionally,85-89 years,Cavan,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Cavan,Number,0.0
Population,2022,Male,Smoke occasionally,All Ages,Donegal,Number,3434.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Donegal,Number,
Population,2022,Male,Smoke occasionally,15-19 years,Donegal,Number,201.0
Population,2022,Male,Smoke occasionally,20-24 years,Donegal,Number,468.0
Population,2022,Male,Smoke occasionally,25-29 years,Donegal,Number,389.0
Population,2022,Male,Smoke occasionally,30-34 years,Donegal,Number,373.0
Population,2022,Male,Smoke occasionally,35-39 years,Donegal,Number,357.0
Population,2022,Male,Smoke occasionally,40-44 years,Donegal,Number,363.0
Population,2022,Male,Smoke occasionally,45-49 years,Donegal,Number,294.0
Population,2022,Male,Smoke occasionally,50-54 years,Donegal,Number,259.0
Population,2022,Male,Smoke occasionally,55-59 years,Donegal,Number,205.0
Population,2022,Male,Smoke occasionally,60-64 years,Donegal,Number,163.0
Population,2022,Male,Smoke occasionally,65-69 years,Donegal,Number,149.0
Population,2022,Male,Smoke occasionally,70-74 years,Donegal,Number,93.0
Population,2022,Male,Smoke occasionally,75-79 years,Donegal,Number,66.0
Population,2022,Male,Smoke occasionally,80-84 years,Donegal,Number,27.0
Population,2022,Male,Smoke occasionally,85-89 years,Donegal,Number,20.0
Population,2022,Male,Smoke occasionally,95 years and over,Donegal,Number,
Population,2022,Male,Smoke occasionally,All Ages,Monaghan,Number,1479.0
Population,2022,Male,Smoke occasionally,0 - 14 years,Monaghan,Number,6.0
Population,2022,Male,Smoke occasionally,15-19 years,Monaghan,Number,78.0
Population,2022,Male,Smoke occasionally,20-24 years,Monaghan,Number,205.0
Population,2022,Male,Smoke occasionally,25-29 years,Monaghan,Number,180.0
Population,2022,Male,Smoke occasionally,30-34 years,Monaghan,Number,196.0
Population,2022,Male,Smoke occasionally,35-39 years,Monaghan,Number,161.0
Population,2022,Male,Smoke occasionally,40-44 years,Monaghan,Number,158.0
Population,2022,Male,Smoke occasionally,45-49 years,Monaghan,Number,120.0
Population,2022,Male,Smoke occasionally,50-54 years,Monaghan,Number,92.0
Population,2022,Male,Smoke occasionally,55-59 years,Monaghan,Number,76.0
Population,2022,Male,Smoke occasionally,60-64 years,Monaghan,Number,70.0
Population,2022,Male,Smoke occasionally,65-69 years,Monaghan,Number,63.0
Population,2022,Male,Smoke occasionally,70-74 years,Monaghan,Number,38.0
Population,2022,Male,Smoke occasionally,75-79 years,Monaghan,Number,18.0
Population,2022,Male,Smoke occasionally,80-84 years,Monaghan,Number,11.0
Population,2022,Male,Smoke occasionally,85-89 years,Monaghan,Number,
Population,2022,Male,Smoke occasionally,95 years and over,Monaghan,Number,
Population,2022,Male,Dont smoke - gave up,All Ages,State,Number,509234.0
Population,2022,Male,Dont smoke - gave up,0 - 14 years,State,Number,3853.0
Population,2022,Male,Dont smoke - gave up,15-19 years,State,Number,5117.0
Population,2022,Male,Dont smoke - gave up,20-24 years,State,Number,11254.0
Population,2022,Male,Dont smoke - gave up,25-29 years,State,Number,17416.0
Population,2022,Male,Dont smoke - gave up,30-34 years,State,Number,26106.0
Population,2022,Male,Dont smoke - gave up,35-39 years,State,Number,38775.0
Population,2022,Male,Dont smoke - gave up,40-44 years,State,Number,50108.0
Population,2022,Male,Dont smoke - gave up,45-49 years,State,Number,51682.0
Population,2022,Male,Dont smoke - gave up,50-54 years,State,Number,51994.0
Population,2022,Male,Dont smoke - gave up,55-59 years,State,Number,48775.0
Population,2022,Male,Dont smoke - gave up,60-64 years,State,Number,47623.0
Population,2022,Male,Dont smoke - gave up,65-69 years,State,Number,46900.0
Population,2022,Male,Dont smoke - gave up,70-74 years,State,Number,42554.0
Population,2022,Male,Dont smoke - gave up,75-79 years,State,Number,34021.0
Population,2022,Male,Dont smoke - gave up,80-84 years,State,Number,19720.0
Population,2022,Male,Dont smoke - gave up,85-89 years,State,Number,12821.0
Population,2022,Male,Dont smoke - gave up,95 years and over,State,Number,515.0
Population,2022,Male,Dont smoke - gave up,All Ages,Carlow,Number,6297.0
Population,2022,Male,Dont smoke - gave up,0 - 14 years,Carlow,Number,
Population,2022,Male,Dont smoke - gave up,15-19 years,Carlow,Number,78.0
Population,2022,Male,Dont smoke - gave up,20-24 years,Carlow,Number,178.0
Population,2022,Male,Dont smoke - gave up,25-29 years,Carlow,Number,208.0
Population,2022,Male,Dont smoke - gave up,30-34 years,Carlow,Number,320.0
Population,2022,Male,Dont smoke - gave up,35-39 years,Carlow,Number,447.0
Population,2022,Male,Dont smoke - gave up,40-44 years,Carlow,Number,616.0
Population,2022,Male,Dont smoke - gave up,45-49 years,Carlow,Number,664.0
Population,2022,Male,Dont smoke - gave up,50-54 years,Carlow,Number,658.0
Population,2022,Male,Dont smoke - gave up,55-59 years,Carlow,Number,640.0
Population,2022,Male,Dont smoke - gave up,60-64 years,Carlow,Number,585.0
Population,2022,Male,Dont smoke - gave up,65-69 years,Carlow,Number,583.0
Population,2022,Male,Dont smoke - gave up,70-74 years,Carlow,Number,492.0
Population,2022,Male,Dont smoke - gave up,75-79 years,Carlow,Number,418.0
Population,2022,Male,Dont smoke - gave up,80-84 years,Carlow,Number,232.0
Population,2022,Male,Dont smoke - gave up,85-89 years,Carlow,Number,140.0
Population,2022,Male,Dont smoke - gave up,95 years and over,Carlow,Number,
Population,2022,Male,Dont smoke - gave up,All Ages,Dublin City,Number,51361.0
Population,2022,Male,Dont smoke - gave up,0 - 14 years,Dublin City,Number,320.0
Population,2022,Male,Dont smoke - gave up,15-19 years,Dublin City,Number,466.0
Population,2022,Male,Dont smoke - gave up,20-24 years,Dublin City,Number,1495.0
Population,2022,Male,Dont smoke - gave up,25-29 years,Dublin City,Number,3179.0
Population,2022,Male,Dont smoke - gave up,30-34 years,Dublin City,Number,4237.0
Population,2022,Male,Dont smoke - gave up,35-39 years,Dublin City,Number,4685.0
Population,2022,Male,Dont smoke - gave up,40-44 years,Dublin City,Number,4920.0
Population,2022,Male,Dont smoke - gave up,45-49 years,Dublin City,Number,4543.0
Population,2022,Male,Dont smoke - gave up,50-54 years,Dublin City,Number,4441.0
Population,2022,Male,Dont smoke - gave up,55-59 years,Dublin City,Number,4399.0
Population,2022,Male,Dont smoke - gave up,60-64 years,Dublin City,Number,4298.0
Population,2022,Male,Dont smoke - gave up,65-69 years,Dublin City,Number,4072.0
Population,2022,Male,Dont smoke - gave up,70-74 years,Dublin City,Number,3683.0
Population,2022,Male,Dont smoke - gave up,75-79 years,Dublin City,Number,3031.0
Population,2022,Male,Dont smoke - gave up,80-84 years,Dublin City,Number,2018.0
Population,2022,Male,Dont smoke - gave up,85-89 years,Dublin City,Number,1492.0
Population,2022,Male,Dont smoke - gave up,95 years and over,Dublin City,Number,82.0
Population,2022,Male,Dont smoke - gave up,All Ages,Dun Laoghaire-Rathdown,Number,23219.0
Population,2022,Male,Dont smoke - gave up,0 - 14 years,Dun Laoghaire-Rathdown,Number,137.0
Population,2022,Male,Dont smoke - gave up,15-19 years,Dun Laoghaire-Rathdown,Number,176.0
